Index,UTC,Temperature[C],Humidity[%],TVOC[ppb],eCO2[ppm],Raw H2,Raw Ethanol,Pressure[hPa],PM1.0,PM2.5,NC0.5,NC1.0,NC2.5,CNT,Fire Alarm
56783,1654717828,46.85,15.8,1030,400,13686,20406,936.719,0.58,0.6,3.96,0.618,0.014,5641,0
6553,1654739884,-6.848,50.13,199,400,13163,20076,939.611,0.79,0.82,5.44,0.849,0.019,6553,1
33686,1654770035,18.53,56.23,357,400,13077,19906,939.293,0.17,0.18,1.19,0.185,0.004,8692,1
39002,1654775351,27.12,46.99,1073,495,12855,19470,938.912,1.97,2.05,13.58,2.117,0.048,14008,1
13999,1654747330,17.728,47.39,1053,486,12853,19465,938.917,1.75,1.82,12.04,1.877,0.042,13999,1
59810,1655127232,20.643,42.37,166,413,12782,20554,937.398,1.97,2.05,13.58,2.118,0.048,2924,0
55345,1654716390,38.85,37.46,9575,400,12869,19359,936.867,0.44,0.45,3.0,0.469,0.011,4203,0
38467,1654774816,25.4,48.43,1220,549,12827,19430,938.866,2.17,2.25,14.92,2.327,0.053,13473,1
19812,1654753143,18.168,48.68,1163,400,12929,19438,938.7,1.87,1.94,12.84,2.003,0.045,19812,1
55823,1654716868,47.53,15.94,443,400,13420,20715,936.83,0.8,0.83,5.48,0.854,0.019,4681,0
11009,1654744340,6.408,48.87,982,646,12799,19473,939.082,2.22,2.3,15.25,2.379,0.054,11009,1
41207,1654777556,26.81,48.22,1069,400,12889,19457,938.786,2.18,2.26,14.98,2.336,0.053,16213,1
26420,1654762769,17.54,50.3,10,400,13106,20002,939.694,0.64,0.67,4.41,0.688,0.016,1426,0
29653,1654766002,20.34,51.44,64,400,13229,20145,939.644,2.18,2.27,15.02,2.343,0.053,4659,1
21775,1654755106,-9.665,53.89,1390,410,12952,19385,938.709,2.02,2.1,13.91,2.169,0.049,21775,1
41505,1654777854,26.72,48.55,1109,400,12891,19446,938.754,1.54,1.6,10.62,1.656,0.037,16511,1
51350,1654712395,29.14,41.52,84,429,12835,20697,937.572,2.21,2.29,15.18,2.368,0.053,208,0
49396,1654785745,24.62,52.92,1371,414,12982,19381,938.784,1.95,2.02,13.4,2.089,0.047,24402,1
51454,1654712499,26.77,45.56,18,400,12835,20754,937.555,2.21,2.3,15.24,2.376,0.054,312,0
27889,1654764238,20.71,47.18,135,400,13161,20031,939.636,0.89,0.92,6.1,0.951,0.021,2895,0
24137,1654757468,-11.283,47.42,1134,400,13040,19438,938.759,2.35,2.44,16.15,2.518,0.057,24137,1
1803,1654735134,24.124,52.25,60,400,13111,19988,939.644,0.62,0.64,4.24,0.662,0.015,1803,0
6046,1654739377,-8.48,54.81,153,400,13184,20116,939.658,1.32,1.37,9.08,1.415,0.032,6046,1
57480,1655124902,16.581,41.01,83,429,12805,20675,937.532,2.31,2.4,15.92,2.483,0.056,594,0
32984,1654769333,20.56,51.91,302,400,13116,19959,939.399,0.31,0.33,2.17,0.338,0.008,7990,1
55515,1654716560,46.79,26.32,12749,472,12775,19155,936.898,0.83,0.86,5.7,0.888,0.02,4373,0
17605,1654750936,16.591,47.44,1178,400,12903,19435,938.765,1.82,1.89,12.55,1.958,0.044,17605,1
37381,1654773730,27.04,46.9,1097,563,12829,19455,938.968,2.06,2.14,14.16,2.209,0.05,12387,1
61680,1655129102,5.235,19.82,0,400,13635,21386,936.824,0.86,0.89,5.92,0.924,0.021,4794,0
40051,1654776400,24.48,53.43,1120,440,12872,19457,938.82,1.87,1.94,12.84,2.002,0.045,15057,1
49534,1654785883,24.25,54.34,1408,420,12978,19376,938.773,1.74,1.81,12.0,1.871,0.042,24540,1
7271,1654740602,-4.602,50.16,247,400,13131,20022,939.5,0.55,0.57,3.77,0.587,0.013,7271,1
30748,1654767097,19.51,55.38,47,400,13250,20217,939.689,1.82,1.89,12.52,1.953,0.044,5754,1
58495,1655125917,-5.32,40.99,92,400,12787,20632,937.439,1.92,1.99,13.21,2.06,0.047,1609,0
12420,1654745751,19.607,53.4,1069,567,12829,19466,938.991,2.17,2.26,14.94,2.33,0.053,12420,1
56092,1654717137,49.61,20.12,60000,5295,11610,16832,936.838,1951.81,2027.86,13433.54,2094.802,47.313,4950,0
4062,1654737393,-1.123,51.64,137,400,13217,20081,939.637,1.98,2.06,13.63,2.126,0.048,4062,1
9828,1654743159,-3.786,51.37,806,983,12627,19524,939.157,2.27,2.35,15.6,2.432,0.055,9828,1
48414,1654784763,26.85,48.12,1339,400,12979,19407,938.707,1.8,1.87,12.37,1.928,0.044,23420,1
45301,1654781650,27.02,47.8,1230,400,12949,19416,938.749,1.83,1.9,12.59,1.963,0.044,20307,1
2025,1654735356,22.335,47.42,43,400,13137,20012,939.633,0.79,0.82,5.44,0.848,0.019,2025,0
23199,1654756530,-21.963,52.29,1408,424,12965,19373,938.72,1.7,1.76,11.68,1.821,0.041,23199,1
27712,1654764061,20.3,49.15,79,400,13201,20095,939.645,1.17,1.21,8.05,1.255,0.028,2718,0
30130,1654766479,20.41,50.81,62,400,13224,20158,939.69,2.14,2.23,14.74,2.299,0.052,5136,1
59037,1655126459,-5.077,41.28,127,404,12788,20593,937.341,1.7,1.76,11.68,1.822,0.041,2151,0
21997,1654755328,-12.94,51.53,1419,421,12951,19370,938.726,2.1,2.18,14.42,2.249,0.051,21997,1
33937,1654770286,20.61,52.56,359,400,13067,19908,939.263,0.41,0.43,2.85,0.444,0.01,8943,1
41758,1654778107,27.02,47.54,1145,400,12892,19442,938.756,1.76,1.83,12.1,1.887,0.043,16764,1
59248,1655126670,-0.905,48.86,195,454,12759,20518,937.334,2.02,2.1,13.92,2.171,0.049,2362,0
47706,1654784055,25.41,48.37,1429,423,12951,19372,938.748,2.48,2.57,17.05,2.66,0.06,22712,1
27973,1654764322,19.1,48.11,180,400,13134,19987,939.651,0.91,0.94,6.25,0.975,0.022,2979,0
54772,1654715817,27.49,39.95,0,400,13310,21170,937.433,1.92,2.0,13.22,2.062,0.047,3630,0
54439,1654715484,26.63,45.76,201,430,12768,20520,937.396,1.77,1.84,12.21,1.905,0.043,3297,0
36350,1654772699,26.23,49.41,1067,633,12806,19468,939.095,2.02,2.1,13.93,2.172,0.049,11356,1
56278,1654717323,57.07,18.74,60000,16884,11040,15818,936.777,10592.11,22332.89,44439.04,24916.152,11252.82,5136,0
5577,1654738908,-9.259,55.45,40,400,13249,20219,939.743,2.62,2.73,18.06,2.816,0.064,5577,1
58037,1655125459,-8.364,46.93,124,411,12774,20625,937.49,2.02,2.1,13.89,2.165,0.049,1151,0
11005,1654744336,6.363,49.69,1005,650,12800,19480,939.088,2.29,2.38,15.77,2.459,0.056,11005,1
50427,1654903444,40.33,15.21,743,19783,11597,19402,930.931,33.42,34.72,230.03,35.871,0.81,439,1
31673,1654768022,21.32,49.66,212,400,13150,20063,939.615,0.7,0.72,4.8,0.749,0.017,6679,1
52731,1654713776,28.32,43.19,82,400,12795,20646,937.419,1.84,1.91,12.67,1.976,0.045,1589,0
4397,1654737728,-4.379,48.51,86,400,13241,20125,939.661,2.26,2.34,15.53,2.422,0.055,4397,1
40609,1654776958,26.85,47.88,1187,427,12876,19433,938.807,1.59,1.65,10.95,1.707,0.039,15615,1
31747,1654768096,19.4,51.89,227,400,13138,20035,939.609,0.97,1.01,6.68,1.041,0.024,6753,1
27564,1654763913,18.47,50.16,86,400,13183,20084,939.615,0.83,0.86,5.7,0.889,0.02,2570,0
11825,1654745156,15.178,50.42,1009,589,12823,19472,939.07,2.12,2.2,14.57,2.272,0.051,11825,1
60327,1655127749,13.275,44.71,0,400,13236,21164,937.44,2.05,2.13,14.12,2.202,0.05,3441,0
53177,1654714222,26.83,43.32,167,444,12769,20552,937.342,1.83,1.91,12.63,1.969,0.044,2035,0
2798,1654736129,14.071,46.0,144,400,13158,20032,939.681,0.96,1.0,6.61,1.031,0.023,2798,0
6958,1654740289,-5.458,56.45,233,400,13139,20034,939.589,0.58,0.6,4.0,0.623,0.014,6958,1
30122,1654766471,22.33,48.33,38,400,13245,20177,939.707,1.78,1.85,12.24,1.909,0.043,5128,1
13313,1654746644,20.385,52.99,1122,524,12841,19447,938.889,2.17,2.26,14.95,2.331,0.053,13313,1
11191,1654744522,8.448,48.16,1048,631,12808,19474,939.059,2.13,2.21,14.67,2.287,0.052,11191,1
25437,1654761786,11.57,55.48,23,400,12736,19754,939.842,0.11,0.13,0.68,0.137,0.021,443,0
58306,1655125728,-8.099,41.26,65,400,12796,20656,937.455,2.11,2.19,14.53,2.265,0.051,1420,0
55279,1654716324,34.71,49.41,6009,400,13109,19580,936.895,0.43,0.45,2.98,0.465,0.01,4137,0
54031,1654715076,25.98,48.32,180,429,12772,20532,937.399,1.73,1.79,11.89,1.853,0.042,2889,0
30129,1654766478,20.48,50.13,57,400,13232,20165,939.69,2.07,2.15,14.26,2.224,0.05,5135,1
22464,1654755795,-18.567,47.84,1350,400,12969,19392,938.757,2.24,2.33,15.42,2.405,0.054,22464,1
25265,1654761614,11.2,55.74,9,400,12639,19705,939.796,0.16,0.27,0.85,0.294,0.103,271,0
14728,1654748059,14.218,47.07,1101,456,12865,19453,938.874,1.67,1.73,11.47,1.789,0.04,14728,1
55373,1654716418,42.43,33.19,11496,459,12785,19233,936.909,0.4,0.42,2.76,0.43,0.01,4231,0
83,1654733414,21.164,49.31,12,420,12533,19630,939.784,0.02,0.07,0.01,0.083,0.051,83,0
233,1654733564,22.98,53.35,7,400,12632,19701,939.825,0.05,0.08,0.21,0.094,0.038,233,0
59653,1655127075,17.095,48.05,155,429,12775,20555,937.355,1.56,1.62,10.71,1.67,0.038,2767,0
52167,1654713212,26.44,46.18,74,400,12787,20674,937.535,2.17,2.25,14.91,2.325,0.053,1025,0
53549,1654714594,25.96,47.83,169,433,12772,20546,937.357,1.96,2.03,13.46,2.099,0.047,2407,0
28605,1654764954,22.15,53.78,325,400,13112,19887,939.673,1.55,1.61,10.65,1.661,0.038,3611,1
42610,1654778959,25.09,50.85,1168,403,12898,19441,938.729,1.62,1.68,11.14,1.737,0.039,17616,1
31833,1654768182,19.83,56.44,197,400,13156,20062,939.589,0.52,0.54,3.58,0.557,0.013,6839,1
44975,1654781324,25.61,54.16,1124,400,12940,19455,938.73,1.69,1.76,11.66,1.819,0.041,19981,1
6426,1654739757,-7.293,51.62,169,400,13170,20089,939.615,0.84,0.87,5.75,0.897,0.02,6426,1
12310,1654745641,19.005,48.38,1030,565,12829,19471,938.996,1.94,2.02,13.35,2.082,0.047,12310,1
53367,1654714412,26.09,47.03,120,405,12789,20605,937.344,1.88,1.95,12.92,2.015,0.046,2225,0
24930,1654758261,16.234,47.85,1337,419,12984,19401,938.856,1.97,2.04,13.53,2.11,0.048,24930,1
62415,1655129837,-12.926,13.82,1992,400,13605,20165,936.677,0.95,0.98,6.52,1.017,0.023,5529,0
26234,1654762583,15.58,56.36,0,400,13084,19966,939.74,0.49,0.51,3.37,0.525,0.012,1240,0
8002,1654741333,-4.19,50.2,298,400,13119,19974,939.392,0.36,0.37,2.46,0.384,0.009,8002,1
1118,1654734449,27.083,54.15,19,400,13039,19926,939.756,0.31,0.32,2.1,0.328,0.007,1118,0
11620,1654744951,13.137,51.87,1063,618,12803,19469,939.059,1.74,1.81,11.97,1.867,0.042,11620,1
19355,1654752686,20.354,50.45,1237,422,12919,19419,938.686,1.74,1.81,11.98,1.869,0.042,19355,1
39029,1654775378,24.51,53.27,1117,493,12855,19461,938.909,1.63,1.69,11.23,1.751,0.04,14035,1
61134,1655128556,20.001,20.6,2934,400,12950,19874,936.845,1.01,1.05,6.96,1.086,0.025,4248,0
59968,1655127390,20.116,49.29,205,446,12762,20510,937.353,1.41,1.46,9.7,1.512,0.034,3082,0
409,1654733740,24.661,51.64,1,400,12733,19769,939.838,0.24,0.31,1.53,0.332,0.063,409,0
58006,1655125428,-7.75,41.16,100,400,12784,20637,937.491,1.84,1.91,12.68,1.978,0.045,1120,0
23558,1654756889,-20.223,52.06,1419,418,12971,19380,938.71,1.9,1.98,13.09,2.041,0.046,23558,1
30486,1654766835,20.48,49.78,32,400,13253,20212,939.714,2.64,2.75,18.19,2.837,0.064,5492,1
50728,1654903745,37.99,15.09,0,1016,13081,20709,930.933,1.02,1.06,7.03,1.096,0.025,740,1
6813,1654740144,-5.936,51.94,238,400,13129,20033,939.617,0.53,0.55,3.65,0.569,0.013,6813,1
59676,1655127098,17.874,44.08,156,420,12779,20568,937.416,1.47,1.53,10.15,1.582,0.036,2790,0
61723,1655129145,2.192,26.22,28910,478,12779,18847,936.847,22.79,23.67,156.83,24.456,0.552,4837,0
41576,1654777925,27.01,47.57,1074,400,12886,19455,938.761,1.62,1.68,11.15,1.739,0.039,16582,1
13773,1654747104,18.773,48.36,1216,544,12831,19417,938.882,2.07,2.15,14.24,2.22,0.05,13773,1
60715,1655128137,13.241,39.11,0,400,13416,21377,937.415,1.52,1.58,10.49,1.635,0.037,3829,0
59811,1655127233,20.651,42.29,168,412,12774,20540,937.401,1.94,2.01,13.35,2.081,0.047,2925,0
49626,1654785975,25.41,48.41,1318,420,12984,19396,938.819,2.19,2.27,15.05,2.347,0.053,24632,1
27562,1654763911,18.6,49.03,96,400,13178,20085,939.621,0.78,0.81,5.35,0.834,0.019,2568,0
17480,1654750811,16.066,47.71,1170,400,12902,19438,938.737,1.77,1.84,12.2,1.903,0.043,17480,1
4781,1654738112,-7.232,52.49,28,400,13250,20194,939.651,2.16,2.24,14.87,2.318,0.052,4781,1
15071,1654748402,12.977,48.37,1044,426,12881,19468,938.811,1.94,2.01,13.33,2.079,0.047,15071,1
22223,1654755554,-15.916,47.86,1375,404,12962,19388,938.707,1.94,2.01,13.33,2.079,0.047,22223,1
36695,1654773044,25.4,53.69,956,585,12827,19488,939.055,2.2,2.28,15.13,2.359,0.053,11701,1
4246,1654737577,-2.987,52.66,116,400,13224,20100,939.635,2.04,2.12,14.06,2.193,0.05,4246,1
52672,1654713717,28.38,42.76,101,400,12792,20622,937.427,1.95,2.02,13.4,2.09,0.047,1530,0
25787,1654762136,12.53,56.81,12,400,12951,19881,939.792,0.13,0.14,0.92,0.144,0.003,793,0
26509,1654762858,15.63,54.51,9,400,13107,20007,939.673,0.48,0.5,3.29,0.514,0.012,1515,0
316,1654733647,23.832,52.39,31,400,12661,19703,939.779,0.05,0.08,0.32,0.086,0.024,316,0
22612,1654755943,-19.872,53.8,1352,410,12965,19385,938.75,1.95,2.03,13.44,2.095,0.047,22612,1
61520,1655128942,14.931,13.98,2725,400,13156,19947,936.854,1.12,1.16,7.69,1.199,0.027,4634,0
14299,1654747630,16.24,47.45,1155,476,12859,19453,938.921,2.29,2.37,15.73,2.453,0.055,14299,1
51889,1654712934,28.55,43.35,44,417,12794,20700,937.539,2.06,2.14,14.2,2.215,0.05,747,0
48196,1654784545,24.68,52.9,1396,420,12968,19385,938.703,1.71,1.78,11.76,1.834,0.041,23202,1
12069,1654745400,17.315,48.68,1046,583,12824,19469,938.989,2.11,2.2,14.56,2.27,0.051,12069,1
44990,1654781339,26.85,48.25,1176,400,12938,19438,938.718,1.79,1.86,12.35,1.926,0.043,19996,1
25750,1654762099,14.77,51.9,6,400,12936,19892,939.77,0.25,0.26,1.74,0.272,0.006,756,0
25844,1654762193,12.77,56.71,14,400,12973,19893,939.771,0.27,0.28,1.84,0.288,0.006,850,0
1915,1654735246,23.264,47.03,93,400,13104,19969,939.628,0.66,0.68,4.54,0.707,0.016,1915,0
56495,1654717540,55.92,12.08,28539,400,12936,18862,936.707,12.14,12.8,83.08,13.25,0.475,5353,0
31439,1654767788,21.59,49.1,190,400,13160,20082,939.632,0.94,0.98,6.47,1.009,0.023,6445,1
61603,1655129025,10.322,16.42,51,400,13557,21110,936.81,0.95,0.99,6.53,1.019,0.023,4717,0
49351,1654785700,24.31,53.89,1256,400,12994,19415,938.803,1.79,1.86,12.3,1.918,0.043,24357,1
2268,1654735599,20.025,47.32,0,400,13220,20166,939.609,1.18,1.23,8.13,1.267,0.029,2268,0
19015,1654752346,20.794,53.68,1274,413,12920,19424,938.692,1.85,1.93,12.76,1.99,0.045,19015,1
53027,1654714072,27.82,45.89,91,400,12793,20628,937.379,2.17,2.26,14.95,2.332,0.053,1885,0
2301,1654735632,19.687,53.83,13,400,13215,20151,939.616,1.11,1.15,7.63,1.189,0.027,2301,0
50702,1654903719,39.95,14.13,0,1240,12948,20504,930.893,1.24,1.29,8.54,1.331,0.03,714,1
8818,1654742149,-5.12,57.72,332,400,13090,19930,939.288,0.46,0.48,3.19,0.497,0.011,8818,1
47713,1654784062,24.82,52.27,1383,413,12969,19389,938.762,2.55,2.65,17.56,2.738,0.062,22719,1
47517,1654783866,26.94,47.89,1320,407,12970,19394,938.741,2.01,2.09,13.85,2.16,0.049,22523,1
11913,1654745244,15.991,48.49,1143,630,12801,19436,939.04,2.29,2.38,15.75,2.456,0.055,11913,1
52204,1654713249,29.03,40.94,72,400,12785,20663,937.505,1.92,2.0,13.23,2.063,0.047,1062,0
27917,1654764266,18.81,49.99,160,400,13154,20013,939.621,0.99,1.03,6.81,1.062,0.024,2923,0
57787,1655125209,0.41,45.29,83,404,12780,20669,937.545,2.08,2.16,14.31,2.232,0.05,901,0
28320,1654764669,22.09,56.55,240,400,13165,19974,939.687,2.5,2.59,17.18,2.679,0.061,3326,1
51050,1654904067,34.17,17.01,0,944,13050,20754,930.896,0.86,0.89,5.93,0.924,0.021,1062,1
40199,1654776548,27.08,47.13,1105,434,12874,19453,938.813,2.13,2.22,14.69,2.29,0.052,15205,1
57161,1655124583,26.975,40.27,29,400,12839,20746,937.557,1.85,1.92,12.72,1.984,0.045,275,0
25361,1654761710,14.05,49.56,5,400,12703,19744,939.801,0.06,0.09,0.39,0.092,0.02,367,0
36127,1654772476,26.41,48.29,1076,648,12800,19468,939.068,2.49,2.58,17.11,2.668,0.06,11133,1
58207,1655125629,-9.095,45.7,69,400,12781,20657,937.485,1.75,1.82,12.04,1.877,0.042,1321,0
50004,1654903021,20.66,47.14,36,4848,12227,19667,931.209,8.8,10.79,56.44,11.418,1.813,16,0
48389,1654784738,24.37,54.07,1375,413,12964,19380,938.72,1.61,1.67,11.05,1.723,0.039,23395,1
61183,1655128605,20.498,29.32,5409,400,13047,19625,936.881,0.81,0.84,5.55,0.865,0.02,4297,0
20752,1654754083,6.984,53.03,1218,400,12971,19428,938.712,2.22,2.3,15.25,2.378,0.054,20752,1
53535,1654714580,27.47,41.88,221,481,12751,20502,937.319,1.86,1.94,12.84,2.002,0.045,2393,0
967,1654734298,27.097,57.13,13,400,13021,19927,939.74,0.14,0.15,0.99,0.154,0.003,967,0
61382,1655128804,19.597,22.56,27302,675,12671,18829,936.935,0.9,0.93,6.17,0.963,0.022,4496,0
295,1654733626,23.627,51.38,6,400,12666,19729,939.799,0.12,0.18,0.66,0.192,0.057,295,0
55002,1654716047,24.41,46.63,68,400,13219,21084,937.065,1.93,2.01,13.31,2.075,0.047,3860,0
61629,1655129051,8.672,18.42,48,400,13551,21108,936.817,0.89,0.92,6.12,0.955,0.022,4743,0
25675,1654762024,11.99,57.26,0,400,12894,19842,939.782,0.18,0.19,1.25,0.195,0.004,681,0
19750,1654753081,18.588,49.03,1172,400,12931,19438,938.706,1.47,1.53,10.14,1.581,0.036,19750,1
34953,1654771302,22.51,55.81,795,739,12754,19538,939.126,2.53,2.63,17.42,2.716,0.061,9959,1
10956,1654744287,5.819,48.3,1044,667,12795,19466,939.058,2.19,2.27,15.05,2.347,0.053,10956,1
43741,1654780090,27.12,47.42,1214,401,12918,19423,938.724,1.6,1.67,11.03,1.72,0.039,18747,1
58692,1655126114,-4.103,46.96,116,403,12782,20604,937.399,1.95,2.03,13.45,2.098,0.047,1806,0
39615,1654775964,24.85,51.99,1140,466,12855,19436,938.875,1.78,1.85,12.26,1.912,0.043,14621,1
26262,1654762611,17.27,48.74,16,400,13072,19958,939.736,0.43,0.45,2.98,0.465,0.01,1268,0
11968,1654745299,16.476,47.01,1115,597,12817,19455,939.055,2.29,2.37,15.73,2.453,0.055,11968,1
60097,1655127519,17.848,43.95,205,422,12773,20516,937.343,1.72,1.78,11.81,1.841,0.042,3211,0
11604,1654744935,12.97,47.34,1038,603,12815,19469,939.056,1.98,2.06,13.62,2.123,0.048,11604,1
12581,1654745912,20.271,51.87,1028,555,12831,19472,939.017,1.83,1.9,12.57,1.96,0.044,12581,1
56019,1654717064,43.95,32.26,60000,3429,11917,17570,936.874,355.43,369.28,2446.26,381.465,8.616,4877,0
53943,1654714988,28.7,42.61,168,433,12774,20564,937.405,1.71,1.77,11.75,1.832,0.041,2801,0
53806,1654714851,27.56,47.97,128,400,12787,20587,937.362,2.01,2.09,13.82,2.155,0.049,2664,0
50009,1654903026,22.76,53.97,8,4848,12223,19692,931.213,106.28,126.44,691.23,133.227,18.128,21,0
40664,1654777013,26.71,48.57,1199,425,12875,19436,938.815,1.99,2.07,13.72,2.14,0.048,15670,1
40632,1654776981,24.99,51.36,1245,441,12861,19421,938.811,1.81,1.88,12.43,1.938,0.044,15638,1
1503,1654734834,25.95,49.18,24,400,13101,19993,939.685,0.41,0.43,2.85,0.445,0.01,1503,0
56863,1654717908,46.5,15.78,554,400,13785,20639,936.686,0.6,0.63,4.15,0.647,0.015,5721,0
6681,1654740012,-6.395,49.59,209,400,13150,20054,939.596,0.77,0.8,5.32,0.83,0.019,6681,1
55260,1654716305,35.46,47.67,4733,400,13173,19656,936.935,0.59,0.62,4.08,0.636,0.014,4118,0
40870,1654777219,25.1,50.64,1141,411,12878,19438,938.798,1.82,1.89,12.54,1.956,0.044,15876,1
54881,1654715926,24.43,44.86,0,400,13423,21241,937.388,2.17,2.25,14.92,2.327,0.053,3739,0
18156,1654751487,18.89,50.82,1208,414,12902,19428,938.699,1.91,1.99,13.15,2.051,0.046,18156,1
58328,1655125750,-7.799,45.98,91,404,12777,20634,937.464,1.76,1.83,12.11,1.889,0.043,1442,0
5550,1654738881,-9.269,48.61,43,400,13248,20216,939.728,2.61,2.71,17.97,2.803,0.063,5550,1
47213,1654783562,26.87,48.13,1335,400,12971,19393,938.7,1.97,2.05,13.56,2.114,0.048,22219,1
27360,1654763709,19.75,50.26,11,400,13204,20138,939.59,1.08,1.13,7.46,1.164,0.026,2366,0
52539,1654713584,25.96,47.37,86,400,12784,20636,937.464,1.83,1.9,12.61,1.967,0.044,1397,0
62172,1655129594,-21.881,12.2,60000,755,12627,18323,936.713,302.99,341.14,2019.14,356.699,32.922,5286,0
41595,1654777944,24.82,52.27,1122,408,12887,19452,938.743,1.76,1.83,12.13,1.891,0.043,16601,1
428,1654733759,24.815,49.64,44,400,12710,19727,939.842,0.17,0.21,1.09,0.225,0.037,428,0
36592,1654772941,26.68,47.7,1065,618,12810,19461,939.082,1.85,1.92,12.74,1.987,0.045,11598,1
55922,1654716967,43.36,18.48,0,400,13637,21367,936.812,1.17,1.22,8.06,1.257,0.028,4780,0
53412,1654714457,28.86,41.34,114,400,12796,20606,937.321,1.69,1.76,11.64,1.816,0.041,2270,0
28114,1654764463,18.61,51.65,174,400,13149,20006,939.649,0.81,0.84,5.59,0.872,0.02,3120,0
49109,1654785458,24.37,53.12,1245,400,13020,19417,938.733,2.34,2.43,16.08,2.508,0.057,24115,1
24164,1654757495,-10.656,52.25,1184,400,13023,19437,938.759,1.88,1.95,12.94,2.018,0.046,24164,1
1770,1654735101,24.361,52.98,22,400,13140,20037,939.603,0.85,0.89,5.86,0.915,0.021,1770,0
31613,1654767962,21.36,49.61,203,400,13149,20061,939.594,0.85,0.88,5.86,0.914,0.021,6619,1
55942,1654716987,40.97,24.81,183,400,13517,21018,936.846,0.81,0.84,5.56,0.867,0.02,4800,0
31107,1654767456,19.37,55.36,157,400,13175,20113,939.676,1.13,1.17,7.76,1.211,0.027,6113,1
21431,1654754762,-4.142,48.76,1316,400,12961,19398,938.7,1.61,1.68,11.11,1.733,0.039,21431,1
24773,1654758104,9.193,54.09,1356,422,12982,19388,938.824,1.7,1.76,11.69,1.823,0.041,24773,1
32135,1654768484,20.3,54.56,216,400,13142,20036,939.539,0.54,0.56,3.73,0.581,0.013,7141,1
21814,1654755145,-10.261,49.96,1398,424,12950,19378,938.729,1.75,1.82,12.04,1.878,0.042,21814,1
28628,1654764977,21.53,50.78,357,400,13088,19853,939.678,1.41,1.47,9.72,1.516,0.034,3634,1
54721,1654715766,28.12,38.47,0,400,13309,21296,937.459,1.93,2.01,13.31,2.076,0.047,3579,0
36425,1654772774,26.77,47.39,1019,620,12808,19472,939.082,2.15,2.24,14.81,2.31,0.052,11431,1
52856,1654713901,28.56,42.16,95,400,12790,20623,937.43,1.85,1.92,12.72,1.984,0.045,1714,0
13344,1654746675,20.307,47.05,1130,517,12842,19449,938.884,1.94,2.02,13.37,2.085,0.047,13344,1
53562,1654714607,25.68,48.76,185,454,12767,20538,937.326,1.89,1.96,12.98,2.025,0.046,2420,0
60705,1655128127,13.129,39.43,0,400,13434,21376,937.386,1.61,1.67,11.09,1.73,0.039,3819,0
25238,1654761587,13.7,50.44,0,400,12630,19708,939.807,0.11,0.2,0.52,0.215,0.085,244,0
3850,1654737181,1.212,49.06,158,400,13218,20052,939.645,2.24,2.33,15.43,2.405,0.054,3850,1
27128,1654763477,19.6,48.39,5,400,13159,20056,939.631,1.09,1.13,7.48,1.166,0.026,2134,0
2691,1654736022,15.347,50.66,110,400,13179,20069,939.673,1.06,1.1,7.29,1.136,0.026,2691,0
58899,1655126321,-5.068,42.57,128,400,12789,20595,937.348,1.59,1.66,10.98,1.711,0.039,2013,0
44424,1654780773,24.57,53.48,1172,400,12930,19436,938.656,1.59,1.66,10.97,1.71,0.039,19430,1
35874,1654772223,25.6,52.18,965,647,12801,19491,939.059,2.48,2.57,17.04,2.658,0.06,10880,1
26963,1654763312,19.47,47.18,56,400,13125,20004,939.578,0.85,0.88,5.83,0.909,0.021,1969,0
31987,1654768336,19.26,52.15,242,400,13129,20021,939.585,0.46,0.48,3.16,0.493,0.011,6993,1
57078,1655124500,26.89,45.1,27,420,12847,20757,937.566,2.0,2.08,13.79,2.15,0.049,192,0
23809,1654757140,-17.357,53.7,1389,413,12977,19386,938.702,1.8,1.87,12.39,1.932,0.044,23809,1
60188,1655127610,15.887,47.52,199,438,12767,20521,937.41,1.65,1.72,11.37,1.774,0.04,3302,0
55817,1654716862,48.17,15.49,544,400,13383,20605,936.842,0.81,0.85,5.6,0.874,0.02,4675,0
1374,1654734705,26.494,49.58,3,400,13101,20000,939.705,0.37,0.39,2.56,0.399,0.009,1374,0
53705,1654714750,28.76,42.3,161,440,12771,20560,937.315,1.81,1.88,12.48,1.946,0.044,2563,0
54106,1654715151,27.57,48.11,169,413,12780,20563,937.368,1.65,1.72,11.38,1.775,0.04,2964,0
54895,1654715940,27.22,39.32,0,400,13451,21285,937.384,2.11,2.19,14.54,2.267,0.051,3753,0
